"File","Used","RefCount","Why","CalledBy"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/common/screens/SelectRoleScreen.kt","YES","4","Referenced by 4 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/EnhancedLoginScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/MainNavGraph.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/common/screens/support/SupportScreens.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/AnnouncementBanner.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ApplicationStatusBadge.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/ApplicationDetailScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/EmployerApplicationManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHistoryScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/BirthdayBanner.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/CommonHeader.kt","YES","31","Referenced by 31 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/common/screens/support/SupportScreens.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/AnalyticsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/ApplicationDetailScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/EmployerApplicationManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerAboutScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerCompanyDetailsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHistoryScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerNotificationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerReferEarnScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerSupportScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerVerifyWorkScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/ProfessionalApplicantManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profile/EmployerDigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerAddressManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerMoreSettingsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/ManualLocationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/ui/theme/AppTypography.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/AllJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/CategoriesScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/EarningsDashboardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobApplicationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/NotificationDetailScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/DigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerAboutScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHistoryScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerNotificationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerReferEarnScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkStartQRScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/DualRoleManager.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/EmployerBottomBar.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/EmployerMainScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ErrorCard.kt","YES","4","Referenced by 4 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/EnhancedLoginScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/auth/RegisterScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LoginBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHistoryScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/FeedbackBottomSheet.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerMoreSettingsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/JobSafetyBadge.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/components/WorkerJobCard.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LanguageOptionCard.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LanguageSelectionBottomSheet.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/onboarding/OnboardingScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LanguageSelectionBottomSheet.kt","YES","4","Referenced by 4 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LanguageOptionCard.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/onboarding/OnboardingScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LocationAutocompleteField.kt","YES","4","Referenced by 4 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/AIJobPostingScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EditJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/MandatoryEmployerProfileSetupScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/MandatoryWorkerProfileSetupScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/LoginBottomSheet.kt","YES","5","Referenced by 5 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/PostJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/OtpViewModel.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/NotificationDialog.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerNotificationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerNotificationScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/NotificationPermissionBottomSheet.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/OfflineBanner.kt","YES","9","Referenced by 9 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/PostJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/AllJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/CategoriesScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/MyJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/OptimizedImage.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ProfessionalLogoutDialog.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profilescreen/EmployerProfileScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/settings/EmployerMoreSettingsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/RatingBottomSheet.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/ApplicationDetailScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/MyJobsScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ReferralComponents.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ReportJobSheet.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ReusableSearchBar.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/location/ManualLocationScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/AllJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/MyJobsScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ScrollAwareLazyColumn.kt","YES","6","Referenced by 6 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerHomeScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/ProfessionalApplicantManagementScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/ProfessionalWorkerProfileViewScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/MyJobsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/myJobs/SavedJobsList.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/WorkerHomeScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/SecuritySheets.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ShareJobButton.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/ShimmerComponents.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/TrustBadge.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/TrustBadgesScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/JobDescriptionScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/UserReviewsBottomSheet.kt","YES","5","Referenced by 5 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/applications/ApplicationDetailScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/EmployerCompanyDetailsScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/profile/EmployerDigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/DigitalVisitingCardScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfileDetailsScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/WhatsAppApplyButton.kt","NO","0","No external references by file symbol",""
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/components/WorkerBottomBar.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/WorkerMainScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/error/DutyPeError.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/error/ErrorHandler.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/observability/ObservabilityManager.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/resilience/RateLimiter.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/error/ErrorHandler.kt","YES","6","Referenced by 6 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/repositories/FirestoreJobRepository.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/ProfileCompletionService.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/utils/CrashReportingHelper.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/OtpViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/observability/ObservabilityManager.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/error/ErrorHandler.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/core/resilience/RateLimiter.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/services/JobApplicationService.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/data/ApplicationFormDataStore.kt","YES","5","Referenced by 5 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/MainNavGraph.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/navigation/WorkerNavGraph.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfile.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/screens/profile/WorkerProfileDetailsScreen.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/data/JobDraftDataStore.kt","PARTIAL","2","Referenced by 2 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/employer/screens/PostJobScreen.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/viewmodels/FirestoreEmployerJobViewModel.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/database/Converters.kt","PARTIAL","1","Referenced by 1 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/database/DutyPeDatabase.kt"
"C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/database/dao/ApplicationDao.kt","YES","3","Referenced by 3 file(s)","C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/database/DutyPeDatabase.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/di/AppModule.kt; C:/Users/vamsi/StudioProjects/DutyPe/app/src/main/java/com/example/dutype/worker/sync/JobSyncWorker.kt"
